HJD UT_Date Camera FWHM Limit mag mag_err flux(mJy) flux_err Filter
2460474.69315 2024-06-13.1949229 bo 1.53 14.511 12.556 0.036 34.477 1.148 g
2460475.67990 2024-06-14.1816344 bo 1.66 14.890 12.550 0.026 34.672 0.812 g
2460475.68114 2024-06-14.1828657 bo 1.66 14.720 12.619 0.032 32.546 0.945 g
2460475.68236 2024-06-14.1841027 bo 1.65 14.812 12.542 0.027 34.960 0.869 g
2460476.68349 2024-06-15.1851915 bo 1.44 14.745 12.667 0.033 31.133 0.925 g
2460476.68477 2024-06-15.1864615 bo 1.52 14.800 12.608 0.029 32.898 0.877 g
2460476.68601 2024-06-15.1877021 bo 1.48 14.631 12.578 0.033 33.799 1.026 g
2460479.90730 2024-06-18.4088521 bG 1.53 16.497 16.497 99.990 -15.051 0.186 g
2460479.90855 2024-06-18.4101012 bG 1.47 16.559 16.559 99.990 -9.842 0.174 g
2460479.90979 2024-06-18.4113423 bG 1.48 15.996 15.996 99.990 -9.043 0.291 g
2460481.90393 2024-06-20.4053826 bk 1.52 15.380 14.129 0.070 8.103 0.514 g
#2460481.90515 2024-06-20.4066148 bk 1.55 99.990 99.990 99.990 99.990 99.990 g
2460481.90639 2024-06-20.4078474 bk 1.52 15.305 14.119 0.074 8.171 0.550 g
2460484.68720 2024-06-23.1885364 bo 1.51 14.777 12.478 0.027 37.053 0.905 g
2460484.68905 2024-06-23.1903917 bo 1.56 14.641 12.628 0.035 32.266 1.016 g
2460484.69057 2024-06-23.1919018 bo 1.56 14.511 12.655 0.040 31.468 1.152 g
2460485.69536 2024-06-24.1966453 bo 1.77 14.577 12.512 0.034 35.914 1.094 g
2460487.65167 2024-06-26.1528614 bo 1.51 14.663 12.633 0.034 32.103 0.997 g
2460487.65290 2024-06-26.1540915 bo 1.52 14.686 12.582 0.032 33.673 0.980 g
2460487.65413 2024-06-26.1553203 bo 1.50 14.780 12.630 0.030 32.210 0.896 g
2460489.65232 2024-06-28.1534153 bo 1.49 14.614 12.650 0.036 31.638 1.041 g
2460489.65354 2024-06-28.1546412 bo 1.43 14.744 12.619 0.031 32.560 0.927 g
2460489.65478 2024-06-28.1558798 bo 1.46 14.733 12.592 0.031 33.341 0.937 g
2460492.66057 2024-07-01.1615201 bo 1.46 14.782 12.603 0.030 33.022 0.894 g
2460492.66180 2024-07-01.1627570 bo 1.46 14.713 12.628 0.032 32.286 0.955 g
2460492.66303 2024-07-01.1639861 bo 1.47 14.766 12.583 0.030 33.632 0.908 g
2460493.86632 2024-07-02.3672109 bG 1.41 16.003 14.207 0.042 7.536 0.289 g
2460493.86756 2024-07-02.3684518 bG 1.44 16.008 14.220 0.042 7.444 0.288 g
2460493.86879 2024-07-02.3696848 bG 1.40 16.125 14.165 0.036 7.837 0.258 g
2460494.87678 2024-07-03.3776175 bk 1.48 14.883 13.184 0.046 19.327 0.811 g
2460494.87800 2024-07-03.3788407 bk 1.54 15.282 13.692 0.051 12.112 0.562 g
2460494.87922 2024-07-03.3800579 bk 1.52 14.850 13.245 0.050 18.280 0.837 g
2460496.85530 2024-07-05.3560354 bk 1.44 16.041 14.069 0.036 8.560 0.279 g
2460496.85652 2024-07-05.3572608 bk 1.45 16.137 13.915 0.028 9.869 0.256 g
2460496.85776 2024-07-05.3584943 bk 1.47 16.010 14.097 0.038 8.343 0.288 g
2460498.85896 2024-07-07.3596027 bG 1.43 16.055 14.097 0.036 8.345 0.276 g
2460498.86020 2024-07-07.3608444 bG 1.46 16.255 14.120 0.031 8.168 0.230 g
2460498.86144 2024-07-07.3620842 bG 1.43 16.125 14.203 0.037 7.569 0.258 g
2460500.84110 2024-07-09.3416369 bG 1.58 15.880 14.178 0.046 7.743 0.323 g
2460500.84234 2024-07-09.3428805 bG 1.56 16.423 14.064 0.025 8.601 0.197 g
2460500.84358 2024-07-09.3441217 bG 1.59 16.121 14.097 0.034 8.337 0.259 g
2460502.84291 2024-07-11.3433437 bG 1.45 16.226 14.118 0.032 8.181 0.235 g
2460502.84415 2024-07-11.3445890 bG 1.40 16.171 14.114 0.033 8.209 0.248 g
2460502.84539 2024-07-11.3458293 bG 1.44 16.075 14.179 0.038 7.734 0.270 g
2460503.84190 2024-07-12.3422907 bk 1.46 16.226 14.024 0.029 8.920 0.237 g
2460503.84313 2024-07-12.3435149 bk 1.51 16.121 14.056 0.033 8.659 0.260 g
2460503.84434 2024-07-12.3447335 bk 1.49 15.913 14.014 0.038 9.009 0.314 g
2460504.91811 2024-07-13.4184427 bk 1.48 16.082 14.042 0.034 8.782 0.270 g
2460504.91934 2024-07-13.4196696 bk 1.50 16.061 14.063 0.035 8.604 0.275 g
2460504.92057 2024-07-13.4209043 bk 1.53 16.143 14.089 0.033 8.403 0.255 g
2460507.83090 2024-07-16.3310857 bG 1.47 15.932 14.161 0.043 7.867 0.308 g
2460507.83214 2024-07-16.3323152 bG 1.43 16.058 14.089 0.036 8.397 0.275 g
2460507.83338 2024-07-16.3335577 bG 1.43 15.865 14.221 0.048 7.440 0.328 g
2460509.81781 2024-07-18.3178901 bk 1.57 15.584 14.093 0.056 8.370 0.425 g
2460509.81905 2024-07-18.3191248 bk 1.52 15.586 13.950 0.049 9.546 0.425 g
2460509.82027 2024-07-18.3203607 bk 1.53 15.882 13.937 0.037 9.663 0.325 g
2460510.81545 2024-07-19.3154818 bG 1.48 15.802 14.165 0.049 7.837 0.347 g
2460510.81670 2024-07-19.3167334 bG 1.47 15.894 14.138 0.044 8.031 0.320 g
2460510.81794 2024-07-19.3179763 bG 1.52 15.954 14.177 0.043 7.749 0.302 g
2460511.93622 2024-07-20.4361873 bk 1.53 15.963 14.116 0.040 8.192 0.300 g
2460511.93746 2024-07-20.4374383 bk 1.58 15.758 14.103 0.048 8.294 0.362 g
2460511.93869 2024-07-20.4386658 bk 1.66 15.878 14.189 0.047 7.667 0.325 g
2460513.92170 2024-07-22.4215649 bG 1.45 15.937 14.096 0.040 8.352 0.307 g
2460513.92293 2024-07-22.4228035 bG 1.44 15.995 14.053 0.037 8.682 0.291 g
2460513.92418 2024-07-22.4240473 bG 1.55 15.759 14.095 0.048 8.355 0.362 g
2460514.83543 2024-07-23.3352569 bk 1.52 15.411 14.179 0.071 7.736 0.499 g
2460514.83667 2024-07-23.3364914 bk 1.52 15.176 14.357 0.104 6.565 0.618 g
2460514.83791 2024-07-23.3377331 bk 1.50 15.278 14.306 0.090 6.876 0.562 g
2460515.85503 2024-07-24.3548038 bG 1.48 16.168 14.192 0.036 7.640 0.248 g
2460515.85627 2024-07-24.3560461 bG 1.50 16.038 14.071 0.036 8.546 0.280 g
2460515.85751 2024-07-24.3572871 bG 1.48 15.848 14.111 0.044 8.233 0.333 g
2460516.87356 2024-07-25.3732754 bk 1.43 15.951 14.148 0.042 7.957 0.304 g
2460516.87481 2024-07-25.3745268 bk 1.48 15.761 14.180 0.051 7.726 0.361 g
2460516.87604 2024-07-25.3757542 bk 1.51 16.087 14.146 0.037 7.978 0.268 g
2460517.94222 2024-07-26.4418773 bG 1.47 15.536 13.997 0.053 9.147 0.444 g
2460517.94346 2024-07-26.4431160 bG 1.47 15.277 13.756 0.054 11.419 0.563 g
2460517.94470 2024-07-26.4443593 bG 1.50 15.420 13.922 0.055 9.800 0.494 g
2460519.82588 2024-07-28.3254469 bG 1.47 16.070 14.043 0.034 8.764 0.271 g
2460519.82713 2024-07-28.3266996 bG 1.44 15.917 14.096 0.041 8.353 0.313 g
2460519.82838 2024-07-28.3279511 bG 1.49 16.055 14.147 0.038 7.969 0.275 g
2460520.80064 2024-07-29.3001559 bG 1.45 16.056 14.172 0.039 7.780 0.275 g
2460520.80188 2024-07-29.3014038 bG 1.44 16.045 14.085 0.036 8.431 0.278 g
2460520.80312 2024-07-29.3026456 bG 1.44 16.024 14.091 0.037 8.382 0.283 g
2460520.92829 2024-07-29.4277959 bk 1.59 15.188 13.683 0.055 12.216 0.612 g
2460520.92951 2024-07-29.4290163 bk 1.50 14.857 13.598 0.069 13.198 0.830 g
2460520.93072 2024-07-29.4302311 bk 1.55 14.467 13.400 0.082 15.858 1.188 g
2460522.59866 2024-07-31.0980927 bo 1.72 14.615 12.532 0.032 35.227 1.040 g
2460522.59990 2024-07-31.0993262 bo 1.64 14.834 12.559 0.027 34.387 0.855 g
2460522.60114 2024-07-31.1005657 bo 1.65 14.782 12.554 0.028 34.562 0.896 g
#2460522.81989 2024-07-31.3192954 bG 1.62 99.990 99.990 99.990 99.990 99.990 g
2460523.68045 2024-08-01.1798115 bo 1.45 14.700 12.613 0.032 32.721 0.966 g
2460523.68168 2024-08-01.1810440 bo 1.47 14.698 12.632 0.033 32.167 0.964 g
2460523.68292 2024-08-01.1822846 bo 1.44 14.756 12.602 0.030 33.056 0.915 g
2460524.55242 2024-08-02.0517508 bo 1.47 14.733 12.595 0.031 33.261 0.934 g
2460524.55365 2024-08-02.0529746 bo 1.45 14.677 12.600 0.033 33.095 0.982 g
2460524.55490 2024-08-02.0542278 bo 1.45 14.886 12.578 0.026 33.805 0.811 g
2460527.80423 2024-08-05.3033912 bG 1.49 15.729 14.078 0.048 8.490 0.373 g
2460527.80547 2024-08-05.3046334 bG 1.45 15.531 14.018 0.055 8.972 0.447 g
2460527.80672 2024-08-05.3058822 bG 1.47 15.975 14.063 0.038 8.603 0.296 g
2460528.55154 2024-08-06.0506634 bo 1.54 14.815 12.551 0.027 34.646 0.869 g
2460528.55275 2024-08-06.0518793 bo 1.50 14.861 12.537 0.026 35.082 0.830 g
2460528.55401 2024-08-06.0531321 bo 1.46 14.717 12.598 0.031 33.172 0.947 g
2460529.56087 2024-08-07.0599410 bo 1.46 14.754 12.561 0.029 34.328 0.917 g
2460529.56210 2024-08-07.061175 bo 1.47 14.717 12.586 0.031 33.542 0.951 g
2460529.56335 2024-08-07.062425 bo 1.46 14.650 12.576 0.033 33.874 1.010 g
2460530.55818 2024-08-08.0572054 bo 1.45 14.875 12.618 0.028 32.561 0.820 g
2460530.55940 2024-08-08.0584293 bo 1.44 14.754 12.641 0.032 31.873 0.917 g
2460530.56070 2024-08-08.0597211 bo 1.48 14.758 12.569 0.029 34.071 0.913 g
2460534.78426 2024-08-12.2830924 bG 1.48 15.970 14.151 0.041 7.931 0.298 g
2460534.78550 2024-08-12.2843300 bG 1.44 15.962 14.072 0.039 8.530 0.300 g
2460534.78674 2024-08-12.2855671 bG 1.45 16.047 14.101 0.037 8.308 0.277 g
2460535.78087 2024-08-13.2796422 bG 1.44 16.016 13.993 0.034 9.181 0.286 g
2460535.78212 2024-08-13.2808971 bG 1.42 15.963 14.084 0.039 8.439 0.300 g
2460535.78336 2024-08-13.2821405 bG 1.44 15.912 14.035 0.039 8.831 0.314 g
2460536.77744 2024-08-14.2761708 bG 1.46 15.896 14.031 0.040 8.862 0.319 g
2460536.77868 2024-08-14.2774085 bG 1.43 15.879 14.034 0.040 8.839 0.324 g
2460536.77992 2024-08-14.2786449 bG 1.44 15.976 14.100 0.039 8.316 0.296 g
2460537.51752 2024-08-15.0162122 bo 1.59 14.756 12.585 0.030 33.575 0.916 g
2460537.51878 2024-08-15.0174671 bo 1.58 14.879 12.555 0.026 34.511 0.822 g
2460537.52001 2024-08-15.0187061 bo 1.52 14.752 12.606 0.031 32.939 0.919 g
2460538.50589 2024-08-16.0045363 bo 1.53 14.739 12.601 0.031 33.078 0.930 g
2460538.50713 2024-08-16.0057776 bo 1.51 14.774 12.552 0.029 34.628 0.900 g
2460538.50836 2024-08-16.0070098 bo 1.47 14.600 12.650 0.037 31.641 1.056 g
2460539.50840 2024-08-17.0070070 bo 1.48 14.590 12.652 0.037 31.556 1.066 g
2460539.50964 2024-08-17.0082451 bo 1.48 14.780 12.574 0.029 33.920 0.900 g
2460539.51094 2024-08-17.0095442 bo 1.46 14.811 12.620 0.029 32.506 0.875 g
2460540.51230 2024-08-18.0108533 bo 1.54 14.556 12.558 0.035 34.417 1.102 g
2460540.51352 2024-08-18.0120754 bo 1.54 14.823 12.636 0.029 32.023 0.868 g
2460540.51476 2024-08-18.0133136 bo 1.53 14.572 12.618 0.036 32.566 1.083 g
2460541.50779 2024-08-19.0063015 bo 1.58 14.710 12.556 0.030 34.472 0.959 g
2460541.50903 2024-08-19.0075408 bo 1.53 14.574 12.606 0.036 32.918 1.087 g
2460541.51027 2024-08-19.0087799 bo 1.64 14.687 12.623 0.033 32.433 0.982 g
2460541.80033 2024-08-19.2988293 bk 1.63 14.313 13.973 0.161 9.348 1.369 g
2460541.80156 2024-08-19.3000591 bk 1.66 14.158 13.927 0.178 9.758 1.579 g
2460541.80280 2024-08-19.3012939 bk 2.00 15.100 13.503 0.051 14.426 0.667 g
2460543.75925 2024-08-21.2576619 bG 1.59 15.567 14.052 0.055 8.697 0.431 g
2460543.76051 2024-08-21.2589275 bG 1.50 15.705 14.108 0.051 8.256 0.380 g
2460543.76176 2024-08-21.2601707 bG 1.54 15.778 14.128 0.048 8.100 0.356 g
2460544.75798 2024-08-22.2563438 bG 1.47 15.862 14.063 0.042 8.602 0.329 g
2460544.75923 2024-08-22.2576059 bG 1.47 15.878 14.104 0.043 8.286 0.324 g
2460544.76048 2024-08-22.2588479 bG 1.48 15.929 14.136 0.042 8.050 0.309 g
2460544.91883 2024-08-22.4171866 bk 1.46 15.905 14.019 0.039 8.965 0.318 g
2460544.92006 2024-08-22.4184174 bk 1.42 15.771 14.138 0.049 8.028 0.358 g
2460544.92128 2024-08-22.4196395 bk 1.49 15.815 14.285 0.054 7.018 0.344 g
2460545.82269 2024-08-23.3210087 bG 1.42 15.827 14.061 0.043 8.622 0.340 g
2460545.82393 2024-08-23.3222472 bG 1.46 15.914 14.103 0.042 8.291 0.314 g
2460545.82518 2024-08-23.3235 bG 1.45 16.003 14.055 0.037 8.665 0.289 g
2460546.74295 2024-08-24.2412363 bk 1.51 15.776 14.118 0.048 8.180 0.356 g
2460546.74418 2024-08-24.2424581 bk 1.53 15.913 14.049 0.040 8.720 0.315 g
2460546.74540 2024-08-24.2436847 bk 1.51 15.753 14.186 0.052 7.685 0.364 g
2460547.84126 2024-08-25.3394984 bk 1.47 15.728 14.196 0.054 7.617 0.372 g
2460547.84252 2024-08-25.3407556 bk 1.45 15.981 14.163 0.041 7.851 0.295 g
2460547.84375 2024-08-25.3419857 bk 1.49 15.970 14.162 0.042 7.861 0.298 g
2460548.79972 2024-08-26.2979143 bG 1.41 16.141 14.093 0.033 8.373 0.254 g
2460548.80097 2024-08-26.2991672 bG 1.47 15.947 14.101 0.040 8.312 0.304 g
2460548.80223 2024-08-26.3004200 bG 1.44 15.959 14.096 0.040 8.348 0.301 g
2460549.79405 2024-08-27.2922091 bk 1.45 15.933 14.097 0.041 8.344 0.309 g
2460549.79528 2024-08-27.2934391 bk 1.45 16.102 14.145 0.036 7.985 0.264 g
2460549.79652 2024-08-27.2946715 bk 1.46 15.946 14.177 0.043 7.748 0.305 g
2460549.81094 2024-08-27.3090914 bk 1.44 15.992 14.048 0.037 8.724 0.293 g
2460549.81217 2024-08-27.3103285 bk 1.47 15.972 14.159 0.042 7.876 0.298 g
2460549.81340 2024-08-27.3115575 bk 1.48 15.910 14.165 0.044 7.833 0.315 g
2460553.45671 2024-08-30.9547156 bo 1.60 14.668 12.624 0.034 32.405 0.991 g
2460553.45794 2024-08-30.9559467 bo 1.53 14.722 12.554 0.030 34.532 0.946 g
2460553.45918 2024-08-30.9571944 bo 1.55 14.801 12.569 0.028 34.051 0.879 g
2460554.69749 2024-09-01.1954516 bG 1.46 16.083 14.113 0.036 8.219 0.268 g
2460554.69875 2024-09-01.1967008 bG 1.45 15.967 14.113 0.040 8.220 0.299 g
2460554.70001 2024-09-01.1979687 bG 1.48 15.946 14.160 0.042 7.869 0.304 g
2460555.69485 2024-09-02.1927714 bk 1.47 16.122 14.075 0.033 8.512 0.260 g
2460555.69610 2024-09-02.1940156 bk 1.46 15.933 14.125 0.042 8.129 0.309 g
2460555.69735 2024-09-02.1952659 bk 1.46 16.127 14.134 0.035 8.064 0.259 g
2460556.74716 2024-09-03.2450414 bk 1.54 15.998 14.173 0.041 7.778 0.291 g
2460556.74838 2024-09-03.2462562 bk 1.51 16.022 14.005 0.034 9.080 0.286 g
2460556.74959 2024-09-03.2474778 bk 1.49 15.987 14.074 0.038 8.516 0.294 g
2460557.74175 2024-09-04.2395978 bk 1.46 15.988 14.190 0.042 7.659 0.293 g
2460557.74297 2024-09-04.2408148 bk 1.51 15.909 14.094 0.041 8.362 0.315 g
2460557.74420 2024-09-04.2420506 bk 1.47 16.117 14.089 0.034 8.402 0.261 g
2460558.78005 2024-09-05.2778619 bk 1.49 16.240 14.070 0.030 8.552 0.233 g
2460558.78130 2024-09-05.2790996 bk 1.49 16.080 14.060 0.034 8.632 0.269 g
2460558.78254 2024-09-05.2803535 bk 1.48 16.088 14.053 0.034 8.687 0.268 g
2460561.67704 2024-09-08.1747471 bG 1.44 15.883 14.032 0.040 8.854 0.323 g
2460561.67829 2024-09-08.1759961 bG 1.45 15.942 14.096 0.040 8.352 0.305 g
2460561.67953 2024-09-08.1772427 bG 1.47 16.058 14.070 0.035 8.550 0.275 g
2460564.69803 2024-09-11.1956329 bG 1.54 16.001 13.978 0.034 9.310 0.289 g
2460564.69927 2024-09-11.1968692 bG 1.54 16.139 13.950 0.029 9.552 0.255 g
2460564.70051 2024-09-11.1981204 bG 1.48 15.962 14.022 0.037 8.938 0.300 g
2460566.68031 2024-09-13.1778611 bG 1.67 15.859 14.145 0.045 7.984 0.330 g
2460566.68157 2024-09-13.1791173 bG 1.61 15.971 14.138 0.041 8.029 0.298 g
2460566.68282 2024-09-13.1803593 bG 1.55 15.851 14.253 0.051 7.224 0.332 g
2460567.65537 2024-09-14.1528865 bG 1.48 15.719 14.245 0.057 7.281 0.375 g
2460567.65662 2024-09-14.1541343 bG 1.49 15.858 14.105 0.044 8.280 0.330 g
2460567.65787 2024-09-14.1553885 bG 1.45 15.840 14.125 0.045 8.134 0.336 g
2460568.68950 2024-09-15.1869891 bG 1.49 15.900 13.951 0.037 9.547 0.318 g
2460568.69075 2024-09-15.1882336 bG 1.50 15.755 14.091 0.048 8.386 0.363 g
2460568.69198 2024-09-15.1894709 bG 1.51 15.880 14.177 0.046 7.744 0.323 g
2460568.90174 2024-09-15.3992223 bk 1.47 16.022 13.994 0.034 9.169 0.285 g
2460568.90296 2024-09-15.4004424 bk 1.47 16.082 14.037 0.034 8.808 0.270 g
2460568.90419 2024-09-15.4016651 bk 1.47 15.906 13.902 0.035 9.990 0.317 g
2460573.90004 2024-09-20.3973812 bk 1.60 15.658 13.888 0.043 10.109 0.398 g
2460573.90127 2024-09-20.3986172 bk 1.62 14.723 13.746 0.089 11.529 0.939 g
2460573.90251 2024-09-20.3998496 bk 1.62 15.561 13.598 0.036 13.197 0.436 g
2460575.74043 2024-09-22.2377263 bk 1.49 15.655 14.279 0.062 7.060 0.398 g
2460575.74167 2024-09-22.2389690 bk 1.44 15.848 14.254 0.051 7.218 0.334 g
2460575.74290 2024-09-22.2401971 bk 1.44 15.869 13.908 0.036 9.932 0.328 g
2460577.81459 2024-09-24.3118443 bk 1.54 15.892 13.965 0.037 9.422 0.321 g
2460577.81585 2024-09-24.3130984 bk 1.51 15.847 14.058 0.042 8.641 0.334 g
2460577.81708 2024-09-24.3143366 bk 1.50 15.890 13.931 0.036 9.721 0.322 g
2460578.82643 2024-09-25.3236620 bG 1.42 15.945 13.974 0.036 9.337 0.305 g
2460578.82767 2024-09-25.3248968 bG 1.46 15.919 13.967 0.036 9.405 0.312 g
2460578.82892 2024-09-25.3261464 bG 1.46 16.100 14.046 0.033 8.741 0.264 g
2460580.70055 2024-09-27.1977484 bk 1.54 15.975 14.021 0.036 8.948 0.297 g
2460580.70179 2024-09-27.1989832 bk 1.57 15.873 13.857 0.034 10.406 0.327 g
2460580.70303 2024-09-27.2002152 bk 1.56 15.975 13.972 0.035 9.363 0.298 g
2460581.73018 2024-09-28.2273560 bk 1.48 16.177 14.114 0.033 8.217 0.247 g
2460581.73142 2024-09-28.2285965 bk 1.46 16.091 14.070 0.034 8.552 0.267 g
2460581.73265 2024-09-28.2298240 bk 1.42 15.875 14.167 0.046 7.817 0.326 g
2460581.79254 2024-09-28.2897100 bG 1.45 16.069 13.982 0.032 9.274 0.272 g
2460581.79379 2024-09-28.2909582 bG 1.43 15.934 14.024 0.038 8.921 0.308 g
2460581.79505 2024-09-28.2922201 bG 1.42 15.835 13.924 0.038 9.789 0.337 g
2460582.81768 2024-09-29.3148349 bG 1.4 16.080 13.926 0.030 9.762 0.269 g
2460582.81893 2024-09-29.3160784 bG 1.44 15.876 13.914 0.036 9.868 0.325 g
2460582.82019 2024-09-29.3173369 bG 1.45 15.970 13.927 0.034 9.757 0.298 g
2460584.85736 2024-10-01.3544800 bk 1.46 16.088 13.982 0.032 9.267 0.268 g
2460584.85863 2024-10-01.3557465 bk 1.43 16.026 13.967 0.033 9.408 0.284 g
2460584.85986 2024-10-01.3569810 bk 1.46 16.105 14.024 0.032 8.919 0.265 g
2460586.44638 2024-10-02.9434646 bo 1.48 14.663 12.557 0.032 34.453 0.996 g
2460586.44761 2024-10-02.9447002 bo 1.46 14.675 12.518 0.030 35.692 0.984 g
2460586.44885 2024-10-02.9459438 bo 1.48 14.673 12.538 0.031 35.045 0.986 g
2460586.65162 2024-10-03.1487061 bk 1.45 16.049 13.948 0.032 9.567 0.278 g
2460586.65286 2024-10-03.1499491 bk 1.46 15.992 13.930 0.033 9.733 0.293 g
2460586.65409 2024-10-03.1511758 bk 1.43 15.949 14.021 0.037 8.951 0.304 g
2460587.68474 2024-10-04.1818071 bG 1.45 15.953 14.053 0.038 8.689 0.303 g
2460587.68597 2024-10-04.1830459 bG 1.51 16.118 13.920 0.029 9.826 0.260 g
2460587.68722 2024-10-04.1842939 bG 1.47 16.426 14.089 0.026 8.405 0.196 g
2460588.76465 2024-10-05.2617108 bG 2.28 15.935 13.878 0.033 10.203 0.308 g
2460588.76590 2024-10-05.2629600 bG 1.68 15.867 13.969 0.038 9.380 0.328 g
2460588.76714 2024-10-05.2641952 bG 1.65 15.946 13.924 0.034 9.780 0.305 g
2460592.61271 2024-10-09.1097247 bG 1.58 15.064 13.182 0.039 19.369 0.693 g
2460592.61394 2024-10-09.1109621 bG 1.55 15.408 13.352 0.034 16.576 0.510 g
2460592.61520 2024-10-09.1122136 bG 1.64 15.351 13.272 0.032 17.838 0.530 g
2460595.34802 2024-10-11.8450223 bo 1.52 14.742 12.586 0.030 33.543 0.926 g
2460595.35051 2024-10-11.8475045 bo 1.46 14.843 12.520 0.026 35.664 0.843 g
2460599.58728 2024-10-16.0842535 bG 1.47 15.544 14.199 0.064 7.594 0.441 g
2460599.58854 2024-10-16.0855090 bG 1.4 15.677 14.003 0.047 9.097 0.390 g
2460599.58979 2024-10-16.0867666 bG 1.46 15.613 14.039 0.052 8.803 0.413 g
2460599.66860 2024-10-16.1655731 bk 1.50 15.355 14.003 0.063 9.092 0.526 g
2460600.66736 2024-10-17.1643256 bk 1.62 15.069 14.263 0.105 7.162 0.683 g
2460600.66858 2024-10-17.1655521 bk 1.50 15.388 14.119 0.069 8.170 0.510 g
2460601.82177 2024-10-18.3187311 bG 1.46 15.677 14.004 0.047 9.088 0.390 g
2460601.82301 2024-10-18.3199721 bG 1.55 15.773 14.030 0.044 8.869 0.357 g
2460601.82427 2024-10-18.3212378 bG 1.53 15.809 14.011 0.042 9.029 0.346 g
2460602.62984 2024-10-19.1268120 bk 2.00 15.295 14.231 0.083 7.369 0.554 g
2460602.63107 2024-10-19.1280371 bk 1.99 15.858 13.952 0.038 9.531 0.331 g
2460602.63229 2024-10-19.1292612 bk 2.00 15.536 14.045 0.056 8.752 0.444 g
2460603.60486 2024-10-20.1018310 bG 1.43 15.761 14.151 0.050 7.943 0.361 g
2460603.60736 2024-10-20.1043362 bG 1.44 16.017 14.084 0.037 8.441 0.285 g
2460604.68375 2024-10-21.1807221 bk 1.44 15.795 13.948 0.040 9.568 0.351 g
2460604.68499 2024-10-21.1819581 bk 1.49 15.930 13.983 0.037 9.265 0.310 g
2460604.68623 2024-10-21.1831927 bk 1.44 15.855 14.185 0.047 7.693 0.331 g
2460605.61231 2024-10-22.1092822 bk 1.52 16.007 13.947 0.033 9.575 0.288 g
2460605.61355 2024-10-22.1105194 bk 1.47 15.957 13.950 0.035 9.555 0.303 g
2460605.61478 2024-10-22.1117540 bk 1.56 16.031 14.025 0.035 8.919 0.282 g
2460606.57928 2024-10-23.0762505 bk 1.48 15.803 13.926 0.039 9.758 0.348 g
2460606.58051 2024-10-23.0774829 bk 1.50 16.105 13.951 0.030 9.544 0.264 g
2460606.58174 2024-10-23.0787142 bk 1.51 15.940 13.979 0.036 9.298 0.307 g
2460606.71306 2024-10-23.2100314 bG 1.49 15.930 13.971 0.036 9.370 0.309 g
2460606.71433 2024-10-23.2113004 bG 1.56 15.914 13.979 0.037 9.304 0.314 g
2460606.71559 2024-10-23.2125641 bG 1.60 15.918 13.984 0.037 9.250 0.312 g
2460607.59473 2024-10-24.0917071 bk 1.50 16.006 13.871 0.031 10.275 0.289 g
2460607.59596 2024-10-24.0929429 bk 1.54 15.964 14.011 0.037 9.024 0.301 g
2460607.59724 2024-10-24.0942148 bk 1.50 15.750 13.981 0.043 9.283 0.365 g
2460608.55371 2024-10-25.0506967 bk 1.55 15.993 13.986 0.035 9.237 0.292 g
2460608.55495 2024-10-25.0519300 bk 1.56 16.037 14.038 0.035 8.803 0.281 g
2460608.55619 2024-10-25.0531706 bk 1.56 15.808 13.957 0.040 9.484 0.346 g
2460608.79766 2024-10-25.2946501 bG 1.44 15.869 14.040 0.041 8.798 0.327 g
2460608.79892 2024-10-25.2959035 bG 1.42 15.942 13.926 0.034 9.760 0.306 g
2460608.80022 2024-10-25.2972015 bG 1.43 16.050 14.031 0.034 8.859 0.277 g
2460609.55817 2024-10-26.0551549 bk 1.49 16.034 13.981 0.033 9.284 0.282 g
2460609.55940 2024-10-26.0563922 bk 1.49 15.821 14.028 0.042 8.885 0.342 g
2460609.56066 2024-10-26.0576480 bk 1.50 16.102 14.015 0.032 8.991 0.265 g
2460610.57371 2024-10-27.0707121 bk 1.46 16.070 14.011 0.033 9.028 0.272 g
2460610.57495 2024-10-27.0719459 bk 1.44 15.919 13.969 0.037 9.387 0.313 g
2460610.57618 2024-10-27.073175 bk 1.49 15.989 13.982 0.035 9.272 0.294 g
2460610.71791 2024-10-27.2149086 bk 1.49 16.073 13.974 0.032 9.345 0.272 g
2460610.71915 2024-10-27.2161467 bk 1.51 16.030 13.907 0.031 9.941 0.283 g
2460610.72038 2024-10-27.2173781 bk 1.52 16.077 13.943 0.031 9.607 0.271 g
2460611.54841 2024-10-28.0454027 bG 1.41 16.044 14.060 0.035 8.626 0.278 g
2460611.54965 2024-10-28.0466495 bG 1.42 15.856 14.091 0.043 8.394 0.331 g
2460611.55090 2024-10-28.0479034 bG 1.43 16.043 14.095 0.037 8.354 0.278 g
2460611.68986 2024-10-28.1868655 bG 1.75 15.979 13.996 0.035 9.153 0.295 g
2460611.69111 2024-10-28.1881192 bG 1.75 15.884 13.982 0.038 9.275 0.322 g
2460611.69235 2024-10-28.1893541 bG 1.77 15.950 13.956 0.035 9.491 0.303 g
2460612.55723 2024-10-29.0542390 bG 1.52 16.079 14.061 0.034 8.626 0.269 g
2460612.55847 2024-10-29.0554836 bG 1.56 15.856 13.954 0.038 9.514 0.331 g
2460612.55971 2024-10-29.0567199 bG 1.56 16.023 14.017 0.035 8.978 0.284 g
2460612.69158 2024-10-29.1885814 bG 1.47 15.982 14.001 0.035 9.116 0.295 g
2460612.69283 2024-10-29.1898384 bG 1.48 15.885 14.051 0.041 8.701 0.322 g
